2511537#2	2686.3499999999995
22598780#1	1253.06
32008156	3736.270000000004
-29435014#0	2047.4399999999998
5667170#0	3628.0199999999995
5667170#1	41.220000000000006
4391101#4	88.47
4391101#2	661.98
4391101#0	296.66
4391101#1	3.6800000000000006
22903147	735.3000000000001
4401673#6	171.83
4401673#4	9.920000000000002
4401673#5	3422.800000000002
4401673#2	1846.72
4401673#3	108.57
5069532#0	1862.2499999999993
5069532#4	1550.1600000000005
5069532#3	29.46
50760523#2	98.64000000000001
50760523#1	552.8
50760523#3	1.37
50760523#4	843.1799999999997
50760523#5	358.0
31584498#0	4206.3
31584498#2	497.6399999999997
23013270#2	510.8
23013270#1	442.26
24512120#3	806.6799999999998
24512120#2	515.92
24512120#1	75.12
24512120#0	238.71999999999997
-45332573#1	223.97999999999996
-45332573#2	96.67
-45332573#3	126.43
5172431	23893.260000000006
-41712208#0	118.15000000000003
-41712208#1	2299.55
4362032	44089.489999999976
-22731414	635.6
-30744216#3	477.44
-30744216#4	180.32
-30744216#1	1339.6799999999998
31722066	188.47
-22731407	40.48
28700198#4	18.810000000000002
-8033656#3	7084.340000000001
-8033656#1	3693.599999999999
-8033656#2	1834.8
28700198#0	122.14000000000001
28700198#3	1.6
-8033656#0	1591.09
24231766	27.590000000000003
7973744#0	370.7600000000001
-28947034	4338.620000000001
-25676945	1966.7299999999993
9615512#0	91.27999999999999
9615512#1	1482.4200000000005
9615512#2	6507.269999999999
9615512#3	43.08
9615512#4	70.6
9615512#5	2300.970000000001
9615512#7	9166.070000000002
9615512#8	317.28000000000003
-4924309#0	5492.46
-4924309#1	20906.740000000005
-61321545#0	1332.7199999999998
-61321545#1	3212.5299999999997
-61321545#2	1414.66
-61321545#3	511.38000000000005
-61321545#4	522.1199999999999
-61321545#5	2484.7199999999993
-61321545#6	64.78
22587718#1-AddedOnRampEdge	3032.109999999999
55940134#2	661.6399999999999
55940134#3	12.28
55940134#0	65.93
55940134#1	63.0
-61321545#7	702.3999999999999
-22644208#1	1879.78
-22644208#0	4834.500000000002
51236926	2.91
-4976592#6	153.43999999999994
-4976592#9	1518.0800000000002
-22644208#4	409.2
-22644208#5	185.35999999999999
-22644208#2	102.06
-4976592#0	1626.3000000000002
-4976592#1	1050.16
-4976592#2	1180.3399999999979
-4976592#3	837.7099999999998
-4976592#4	280.67999999999995
-4976592#5	2226.3899999999994
-23487156	351.0
31737615#2	13914.289999999988
31737615#3	7669.180000000003
31737615#0	9597.839999999998
31737615#1	48238.990000000005
22903043	61.77
28542886#0	4600.500000000002
28542886#1	8152.570000000004
28542886#2	2338.58
28542886#3	2082.679999999997
23543179#1	1969.66
24777371	798.3599999999999
22903076	833.9400000000002
60730216#1	659.7600000000002
60730216#0	1280.5600000000002
37331987#0	20788.749999999985
37331987#3	1885.5599999999993
37331987#2	7590.2100000000155
33469672#0	528.8
8118836#2	40648.07999999998
8118836#1	1336.4000000000003
8118836#0	4378.000000000001
8118836#6	380.7200000000001
8118836#4	26487.419999999973
-8204178	105.5
28306654	78.70000000000002
-29710485#3	18.54
-29710485#2	387.91999999999996
4145979#0	94.25
4145979#1	58.4
8378514	3068.2500000000005
23493040	176.16000000000003
49864857	831.35
-29105845	1658.7899999999995
23840618#0	796.29
23840618#1	1538.4600000000005
9494711#0	150.24
24231648	22413.909999999996
-4400205#0	120.97
-8033658#3	21862.089999999986
-8033658#0	12116.910000000022
-8033658#2	20460.69999999997
48591705	22.19000000000001
-28306654	29.52
26803276-AddedOffRampEdge	12030.890000000005
9666765#1-AddedOnRampEdge	1271.76
23543178#2	51.18
23543178#0	294.64
24592789	793.9500000000002
-8104994#1	1080.0000000000002
-8104994#2	4409.680000000001
-8104994#4	26011.05
-8104994#0	28.299999999999997
-26931587#1	1542.2399999999996
23692033	660.3300000000002
38527159#4	2071.5999999999995
38527159#3	1176.2399999999996
4045159	10606.150000000027
38527159#0	190.61999999999998
4045158	9863.440000000006
4400211#0	1311.24
-25459237	1008.36
19724650#1	515.76
4242521#1	200.01
19724650#0	624.0499999999998
-28079281#2	122.49
-28079281#1	14.81
-28079281#0	1091.4
21380967	14902.519999999999
25102283#3	135.72
25102283#2	701.14
25102283#1	47.14999999999999
8367045#0	13.64
4045160	329.0
25402400#0	589.46
25402400#1	941.9200000000002
9532705#0	535.0400000000001
9532705#1	1265.6399999999996
-23487136	386.0
10880888#0	8471.63
10880888#1	42786.540000000154
27431138#0	126.84
-26169545	287.36
-27431134	510.71999999999997
-23859276#1	2013.3600000000004
-23859276#4	1202.4000000000003
23493176	790.6100000000001
4145978#1	82.88
4145978#0	48.37
23493179	1300.6400000000008
24858484	753.3899999999999
8410716#6-AddedOnRampEdge	11822.86
22903021#0	155.58
22903021#1	209.61
7938725#4	1904.2399999999996
7938725#5	612.8100000000001
7938725#6	213.91000000000003
28930175#0	26358.309999999994
7938725#7	97.6
28930175#1	9817.77
7938725#1	2163.9100000000003
7938725#2	148.25999999999996
7938725#3	172.26
7938725#8	2313.7900000000004
-8033657#1	5363.82
-8033657#0	233.34999999999997
10358787#3	59.37
-28306785	56.64
-20301540#5	18495.199999999986
-20301540#4	17268.64
58253863#1	451.0799999999999
58253863#0	167.22999999999996
37331985#5	12.24
37331985#2	372.72
37331985#3	1064.53
37331985#0	1444.1199999999997
37331985#1	285.11999999999995
-29180980#0	368.5300000000001
-4380902#0	615.2900000000001
24528340#0	1013.3299999999999
24528340#1	1340.6899999999998
-5170512#1	663.4799999999998
24592809	279.41999999999996
48274789	1792.9200000000003
10105266#4	10749.47000000001
10105266#0	1255.9299999999998
-4532200#1	123.9
25597251#1	3671.2799999999997
25597251#0	489.81000000000006
9872670#1	130691.73999999989
-10358587	476.62999999999994
-23840888#0	263.90999999999997
-4146740#0	2813.359999999999
-4146740#1	621.7800000000002
9493806#2	4117.68
9493806#3	5016.100000000004
9493806#0	12708.800000000001
9493806#1	15890.139999999989
23429134#2	383.75999999999993
23429134#0	94.5
26493958#1-AddedOffRampEdge	12441.98000000001
24684742#1	983.4899999999998
23647025#1	446.4
16246579	134.77000000000004
-9475852	2797.0099999999993
33302833	5845.530000000002
-4446957#0	1788.0000000000005
-4446957#2	261.38
-4446957#1	976.9600000000004
32699378	1030.6800000000003
-7380270#0	259.3
-47006469#11	53.04
5216299#0	42.54
23487183	232.86
26793072+5367027#3	9232.859999999995
61321529#3	1099.0800000000002
61321529#2	7.299999999999999
